xmin,ymin,xmax,ymax,%water,%builtup,%greencover,%others
76.88740586,28.559555,76.89250847,28.564005,0,0,0,1
76.89250847,28.559555,76.89761108,28.564005,0,0,0,1
76.89761108,28.559555,76.90271369,28.564005,0,0.650449383,0,0.349550617
76.90271369,28.559555,76.90781629,28.564005,0,0,0,1
76.90781629,28.559555,76.9129189,28.564005,0,0.610518519,0,0.389481481
76.9129189,28.559555,76.91802151,28.564005,0,0.644296296,0,0.355703704
76.91802151,28.559555,76.92312412,28.564005,0,0.565565432,0,0.434434568
76.92822672,28.559555,76.93332933,28.564005,0,0.633955556,0,0.366044444
76.92312412,28.559555,76.92822672,28.564005,0,0,0.169654321,0.830345679
76.93332933,28.559555,76.93843194,28.564005,0,0,0,1
76.93843194,28.559555,76.94353455,28.564005,0,0.151274074,0.119876543,0.728849383
76.94353455,28.559555,76.94863716,28.564005,0,0,0,1
76.94863716,28.559555,76.95373976,28.564005,0,0,0,1
76.95373976,28.559555,76.95884237,28.564005,0,0,0,1
76.95884237,28.559555,76.96394498,28.564005,0,0,0,1
76.96394498,28.559555,76.96904759,28.564005,0,0.009584,0.068612,0.921804
76.96904759,28.559555,76.97415019,28.564005,0,0,0.170932,0.829068
76.97415019,28.559555,76.9792528,28.564005,0,0,0.271272,0.728728
76.9792528,28.559555,76.98435541,28.564005,0,0,0.082096,0.917904
76.98435541,28.559555,76.98945802,28.564005,0,0,0.049248,0.950752
76.98945802,28.559555,76.99456063,28.564005,0,0,0.043688,0.956312
76.99456063,28.559555,76.99966323,28.564005,0,0.223316,0.126136,0.650548
76.99966323,28.559555,77.00476584,28.564005,0,0.743588,0.032688,0.223724
77.00476584,28.559555,77.00986845,28.564005,0,0,0.117088,0.882912
77.00986845,28.559555,77.01497106,28.564005,0,0,0.046348,0.953652
77.01497106,28.559555,77.02007366,28.564005,0,0,0.152012,0.847988
77.02007366,28.559555,77.02517627,28.564005,0,0,0.197312,0.802688
77.02517627,28.559555,77.03027888,28.564005,0.041936,0,0.30082,0.657244
77.03027888,28.559555,77.03538149,28.564005,0,0,0.69666,0.30334
77.03538149,28.559555,77.0404841,28.564005,0,0,0.551644,0.448356
77.0404841,28.559555,77.0455867,28.564005,0,0,0,1
77.0455867,28.559555,77.05068931,28.564005,0,0.669848,0,0.330152
77.05068931,28.559555,77.05579192,28.564005,0,0.119544,0,0.880456
77.05579192,28.559555,77.06089453,28.564005,0,0.037832,0.113504,0.848664
77.06089453,28.559555,77.06599713,28.564005,0,0,0,1
77.07109974,28.559555,77.07620235,28.564005,0,0.034008,0.10788,0.858112
77.06599713,28.559555,77.07109974,28.564005,0,0,0.267264,0.732736
77.07620235,28.559555,77.08130496,28.564005,0,0,0.340708,0.659292
77.08130496,28.559555,77.08640757,28.564005,0,0,0,1
77.08640757,28.559555,77.09151017,28.564005,0,0,0.030552,0.969448
77.09151017,28.559555,77.09661278,28.564005,0,0,0.339188,0.660812
77.09661278,28.559555,77.10171539,28.564005,0,0,0.1033,0.8967
77.10171539,28.559555,77.106818,28.564005,0,0,0.12232,0.87768
77.106818,28.559555,77.11192061,28.564005,0,0,0.002328,0.997672
77.11192061,28.559555,77.11702321,28.564005,0,0,0.07778,0.92222
77.11702321,28.559555,77.12212582,28.564005,0,0,0.127488,0.872512
77.12212582,28.559555,77.12722843,28.564005,0,0,0.362116,0.637884
77.12722843,28.559555,77.13233104,28.564005,0,0.013648,0.264868,0.721484
77.13233104,28.559555,77.13743364,28.564005,0,0,0.21512,0.78488
77.13743364,28.559555,77.14253625,28.564005,0,0,0.302124,0.697876
77.14253625,28.559555,77.14763886,28.564005,0,0.145304,0.558752,0.295944
77.14763886,28.559555,77.15274147,28.564005,0,0.027812,0.662312,0.309876
77.15274147,28.559555,77.15784408,28.564005,0,0.039796,0.024264,0.93594
77.15784408,28.559555,77.16294668,28.564005,0,0.57466,0.041036,0.384304
77.16294668,28.559555,77.16804929,28.564005,0,0.298164,0.21262,0.489216
77.16804929,28.559555,77.1731519,28.564005,0,0,0.103252,0.896748
77.1731519,28.559555,77.17825451,28.564005,0,0,0.159108,0.840892
77.17825451,28.559555,77.18335711,28.564005,0,0.007588,0,0.992412
77.18335711,28.559555,77.18845972,28.564005,0,0,0.076592,0.923408
77.18845972,28.559555,77.19356233,28.564005,0,0.178116,0.058808,0.763076
77.19356233,28.559555,77.19866494,28.564005,0,0.566744,0.065392,0.367864
77.19866494,28.559555,77.20376755,28.564005,0,0.476012,0.132904,0.391084
77.20376755,28.559555,77.20887015,28.564005,0,0.544808,0.012036,0.443156
77.20887015,28.559555,77.21397276,28.564005,0,0.47734,0,0.52266
77.21397276,28.559555,77.21907537,28.564005,0,0.330372,0.046012,0.623616
77.21907537,28.559555,77.22417798,28.564005,0,0.060116,0.186152,0.753732
77.22417798,28.559555,77.22928058,28.564005,0,0.018736,0,0.981264
77.22928058,28.559555,77.23438319,28.564005,0,0.087608,0,0.912392
77.23438319,28.559555,77.2394858,28.564005,0,0.25854,0,0.74146
77.2394858,28.559555,77.24458841,28.564005,0,0.5145,0.04742,0.43808
77.24458841,28.559555,77.24969102,28.564005,0,0.570084,0.028628,0.401288
77.24969102,28.559555,77.25479362,28.564005,0,0.216012,0.12866,0.655328
77.25479362,28.559555,77.25989623,28.564005,0,0,0.132792,0.867208
77.25989623,28.559555,77.26499884,28.564005,0,0.1441,0.036196,0.819704
77.26499884,28.559555,77.27010145,28.564005,0,0.044692,0.082652,0.872656
77.27010145,28.559555,77.27520405,28.564005,0,0,0.05344,0.94656
77.27520405,28.559555,77.28030666,28.564005,0,0,0.153584,0.846416
77.28030666,28.559555,77.28540927,28.564005,0,0,0.379152,0.620848
77.28540927,28.559555,77.29051188,28.564005,0,0,0.480184,0.519816
77.29051188,28.559555,77.29561449,28.564005,0,0.177248,0.411272,0.41148
77.29561449,28.559555,77.30071709,28.564005,0,0,0,1
77.30071709,28.559555,77.3058197,28.564005,0,0,0.486584,0.513416
77.3058197,28.559555,77.31092231,28.564005,0,0,0,1
77.31092231,28.559555,77.31602492,28.564005,0,0,0.126944,0.873056
77.31602492,28.559555,77.32112752,28.564005,0,0.026132,0.043488,0.93038
77.32112752,28.559555,77.32623013,28.564005,0,0.04076,0.027412,0.931828
77.32623013,28.559555,77.33133274,28.564005,0,0,0.812576,0.187424
77.33133274,28.559555,77.33643535,28.564005,0,0,0.358316,0.641684
77.33643535,28.559555,77.34153796,28.564005,0,0,0.062684,0.937316
77.34153796,28.559555,77.34664056,28.564005,0,0,0.361428,0.638572
77.34664056,28.559555,77.35174317,28.564005,0,0.071588,0.198632,0.72978
76.846585,28.555105,76.85168761,28.559555,0,0,0,1
76.85168761,28.555105,76.85679022,28.559555,0,0,0.074123457,0.925876543
76.85679022,28.555105,76.86189282,28.559555,0,0,0,1
76.86189282,28.555105,76.86699543,28.559555,0,0.400454321,0.016192593,0.583353086
76.86699543,28.555105,76.87209804,28.559555,0,0,0,1
76.87209804,28.555105,76.87720065,28.559555,0,0,0.006711111,0.993288889
76.87720065,28.555105,76.88230325,28.559555,0,0,0.03562963,0.96437037
76.88230325,28.555105,76.88740586,28.559555,0,0,0,1
76.88740586,28.555105,76.89250847,28.559555,0,0,0.10771358,0.89228642
76.89250847,28.555105,76.89761108,28.559555,0,0.543461728,0.068814815,0.387723457
76.89761108,28.555105,76.90271369,28.559555,0,0.011841975,0,0.988158025
76.90271369,28.555105,76.90781629,28.559555,0,0,0,1
76.90781629,28.555105,76.9129189,28.559555,0,0,0,1
76.9129189,28.555105,76.91802151,28.559555,0,0,0,1
76.91802151,28.555105,76.92312412,28.559555,0,0,0,1
76.92312412,28.555105,76.92822672,28.559555,0,0.721688889,0,0.278311111
76.92822672,28.555105,76.93332933,28.559555,0,0.768923457,0,0.231076543
76.93332933,28.555105,76.93843194,28.559555,0,0,0,1
76.93843194,28.555105,76.94353455,28.559555,0,0,0,1
76.94353455,28.555105,76.94863716,28.559555,0,0.711940741,0,0.288059259
76.94863716,28.555105,76.95373976,28.559555,0,0,0,1
76.95373976,28.555105,76.95884237,28.559555,0,0.813316,0,0.186684
76.95884237,28.555105,76.96394498,28.559555,0,0,0.041648,0.958352
76.96394498,28.555105,76.96904759,28.559555,0,0,0.013892,0.986108
76.96904759,28.555105,76.97415019,28.559555,0,0.027228,0.100216,0.872556
76.97415019,28.555105,76.9792528,28.559555,0,0,0.126244,0.873756
76.9792528,28.555105,76.98435541,28.559555,0,0,0.48166,0.51834
76.98435541,28.555105,76.98945802,28.559555,0,0.029264,0.217344,0.753392
76.98945802,28.555105,76.99456063,28.559555,0,0,0.19554,0.80446
76.99456063,28.555105,76.99966323,28.559555,0,0,0.2283,0.7717
76.99966323,28.555105,77.00476584,28.559555,0,0.324708,0,0.675292
77.00476584,28.555105,77.00986845,28.559555,0,0.020784,0.208836,0.77038
77.00986845,28.555105,77.01497106,28.559555,0,0,0,1
77.01497106,28.555105,77.02007366,28.559555,0,0,0.014964,0.985036
77.02007366,28.555105,77.02517627,28.559555,0,0,0.00998,0.99002
77.02517627,28.555105,77.03027888,28.559555,0,0,0.40532,0.59468
77.03027888,28.555105,77.03538149,28.559555,0,0.087664,0.565392,0.346944
77.03538149,28.555105,77.0404841,28.559555,0,0,0.270656,0.729344
77.0404841,28.555105,77.0455867,28.559555,0,0.018196,0.197852,0.783952
77.0455867,28.555105,77.05068931,28.559555,0,0,0.050028,0.949972
77.05068931,28.555105,77.05579192,28.559555,0,0.040984,0,0.959016
77.05579192,28.555105,77.06089453,28.559555,0,0.166672,0,0.833328
77.06089453,28.555105,77.06599713,28.559555,0,0.020092,0,0.979908
77.06599713,28.555105,77.07109974,28.559555,0,0,0.156924,0.843076
77.06599713,28.555105,77.07109974,28.559555,0,0,0.156924,0.843076
77.07109974,28.555105,77.07620235,28.559555,0,0.669384,0.038064,0.292552
77.07620235,28.555105,77.08130496,28.559555,0,0,0.178832,0.821168
77.08130496,28.555105,77.08640757,28.559555,0,0,0,1
77.08640757,28.555105,77.09151017,28.559555,0,0.01766,0.127912,0.854428
77.09151017,28.555105,77.09661278,28.559555,0,0.112924,0.158952,0.728124
77.09661278,28.555105,77.10171539,28.559555,0,0,0.048584,0.951416
77.10171539,28.555105,77.106818,28.559555,0,0.035048,0.011552,0.9534
77.106818,28.555105,77.11192061,28.559555,0,0.006096,0.13174,0.862164
77.11192061,28.555105,77.11702321,28.559555,0,0,0.41744,0.58256
77.11702321,28.555105,77.12212582,28.559555,0,0,0.054892,0.945108
77.12212582,28.555105,77.12722843,28.559555,0,0.019212,0.396888,0.5839
77.12722843,28.555105,77.13233104,28.559555,0,0,0.508648,0.491352
77.13743364,28.555105,77.14253625,28.559555,0,0,0.67688,0.32312
77.13233104,28.555105,77.13743364,28.559555,0,0,0.538996,0.461004
77.14253625,28.555105,77.14763886,28.559555,0,0.024048,0.536864,0.439088
77.14763886,28.555105,77.15274147,28.559555,0,0,0.817852,0.182148
77.15274147,28.555105,77.15784408,28.559555,0,0,0.448212,0.551788
77.16294668,28.555105,77.16804929,28.559555,0,0.074548,0.551092,0.37436
77.15784408,28.555105,77.16294668,28.559555,0,0.036116,0.05286,0.911024
77.16804929,28.555105,77.1731519,28.559555,0,0,0.1153,0.8847
77.1731519,28.555105,77.17825451,28.559555,0,0.126928,0,0.873072
77.17825451,28.555105,77.18335711,28.559555,0,0,0.479144,0.520856
77.18335711,28.555105,77.18845972,28.559555,0,0.039044,0.199016,0.76194
77.18845972,28.555105,77.19356233,28.559555,0,0,0.7668,0.2332
77.19356233,28.555105,77.19866494,28.559555,0.001804,0.02686,0.739284,0.232052
77.19866494,28.555105,77.20376755,28.559555,0,0.341312,0.342424,0.316264
77.20376755,28.555105,77.20887015,28.559555,0,0.029148,0,0.970852
77.21397276,28.555105,77.21907537,28.559555,0,0.03008,0.239828,0.730092
77.20887015,28.555105,77.21397276,28.559555,0,0,0.052916,0.947084
77.21907537,28.555105,77.22417798,28.559555,0,0.030616,0,0.969384
77.22417798,28.555105,77.22928058,28.559555,0,0.050396,0,0.949604
77.22928058,28.555105,77.23438319,28.559555,0,0.136756,0.119852,0.743392
77.23438319,28.555105,77.2394858,28.559555,0,0.471756,0.052608,0.475636
77.24458841,28.555105,77.24969102,28.559555,0,0.444984,0.023992,0.531024
77.2394858,28.555105,77.24458841,28.559555,0,0,0.073884,0.926116
77.24969102,28.555105,77.25479362,28.559555,0,0.654464,0.005128,0.340408
77.25479362,28.555105,77.25989623,28.559555,0,0,0.1475,0.8525
77.25989623,28.555105,77.26499884,28.559555,0,0.05962,0.461264,0.479116
77.26499884,28.555105,77.27010145,28.559555,0,0,0.052652,0.947348
77.27010145,28.555105,77.27520405,28.559555,0,0.109968,0.028212,0.86182
77.27520405,28.555105,77.28030666,28.559555,0,0.024908,0.286744,0.688348
77.28030666,28.555105,77.28540927,28.559555,0,0,0.33046,0.66954
77.28540927,28.555105,77.29051188,28.559555,0,0.20486,0.257912,0.537228
77.29051188,28.555105,77.29561449,28.559555,0,0.390732,0.00232,0.606948
77.29561449,28.555105,77.30071709,28.559555,0.125784,0.11964,0.010188,0.744388
77.30071709,28.555105,77.3058197,28.559555,0.133124,0,0.63952,0.227356
77.3058197,28.555105,77.31092231,28.559555,0,0,0,1
77.31092231,28.555105,77.31602492,28.559555,0,0,0,1
77.31602492,28.555105,77.32112752,28.559555,0,0,0.28004,0.71996
77.32112752,28.555105,77.32623013,28.559555,0,0,0.230468,0.769532
77.32623013,28.555105,77.33133274,28.559555,0,0,0.148352,0.851648
77.33133274,28.555105,77.33643535,28.559555,0,0,0,1
77.33643535,28.555105,77.34153796,28.559555,0,0.233468,0.032036,0.734496
77.34153796,28.555105,77.34664056,28.559555,0,0.645148,0,0.354852
77.34664056,28.555105,77.35174317,28.559555,0,0,0.171868,0.828132
76.846585,28.550655,76.85168761,28.555105,0,0,0,1
76.85168761,28.550655,76.85679022,28.555105,0,0,0,1
76.85679022,28.550655,76.86189282,28.555105,0,0.31774321,0,0.68225679
76.86189282,28.550655,76.86699543,28.555105,0,0,0,1
76.86699543,28.550655,76.87209804,28.555105,0,0,0.007224691,0.992775309
76.87209804,28.550655,76.87720065,28.555105,0,0,0,1
76.87720065,28.550655,76.88230325,28.555105,0,0,0,1
76.88230325,28.550655,76.88740586,28.555105,0,0.249604938,0,0.750395062
76.88740586,28.550655,76.89250847,28.555105,0,0.517901235,0,0.482098765
76.89250847,28.550655,76.89761108,28.555105,0,0,0,1
76.89761108,28.550655,76.90271369,28.555105,0,0.344661728,0.037195062,0.61814321
76.90271369,28.550655,76.90781629,28.555105,0,0,0,1
76.90781629,28.550655,76.9129189,28.555105,0,0.379896296,0,0.620103704
76.9129189,28.550655,76.91802151,28.555105,0,0,0.027604938,0.972395062
76.91802151,28.550655,76.92312412,28.555105,0,0,0,1
76.92312412,28.550655,76.92822672,28.555105,0,0.695530864,0,0.304469136
76.92822672,28.550655,76.93332933,28.555105,0,0.667580247,0,0.332419753
76.93332933,28.550655,76.93843194,28.555105,0,0.782953086,0,0.217046914
76.93843194,28.550655,76.94353455,28.555105,0,0,0.028567901,0.971432099
76.94353455,28.550655,76.94863716,28.555105,0,0,0.010133333,0.989866667
76.94863716,28.550655,76.95373976,28.555105,0,0,0,1
76.95373976,28.550655,76.95884237,28.555105,0,0,0,1
76.95884237,28.550655,76.96394498,28.555105,0,0.77112,0,0.22888
76.96394498,28.550655,76.96904759,28.555105,0,0,0.012476,0.987524
76.96904759,28.550655,76.97415019,28.555105,0,0,0,1
76.97415019,28.550655,76.9792528,28.555105,0,0,0.078624,0.921376
76.9792528,28.550655,76.98435541,28.555105,0,0,0.051032,0.948968
76.98435541,28.550655,76.98945802,28.555105,0,0,0.050848,0.949152
76.98945802,28.550655,76.99456063,28.555105,0,0,0.26064,0.73936
76.99456063,28.550655,76.99966323,28.555105,0,0,0.10942,0.89058
76.99966323,28.550655,77.00476584,28.555105,0,0,0.0416,0.9584
77.00476584,28.550655,77.00986845,28.555105,0,0,0.1703,0.8297
77.00986845,28.550655,77.01497106,28.555105,0,0,0.108036,0.891964
77.01497106,28.550655,77.02007366,28.555105,0,0,0.323528,0.676472
77.02007366,28.550655,77.02517627,28.555105,0,0,0.173,0.827
77.02517627,28.550655,77.03027888,28.555105,0,0.220492,0.117592,0.661916
77.03027888,28.550655,77.03538149,28.555105,0,0.013936,0.071388,0.914676
77.03538149,28.550655,77.0404841,28.555105,0,0,0.146772,0.853228
77.0404841,28.550655,77.0455867,28.555105,0,0,0.209392,0.790608
77.0455867,28.550655,77.05068931,28.555105,0,0,0.478996,0.521004
77.05068931,28.550655,77.05579192,28.555105,0,0,0.166952,0.833048
77.05579192,28.550655,77.06089453,28.555105,0,0.0662,0.35538,0.57842
77.06089453,28.550655,77.06599713,28.555105,0,0,0.323968,0.676032
77.06599713,28.550655,77.07109974,28.555105,0,0,0.22256,0.77744
77.07109974,28.550655,77.07620235,28.555105,0,0,0.180832,0.819168
77.08130496,28.550655,77.08640757,28.555105,0,0,0,1
77.07620235,28.550655,77.08130496,28.555105,0,0,0.07116,0.92884
77.08640757,28.550655,77.09151017,28.555105,0,0,0.06546,0.93454
77.09151017,28.550655,77.09661278,28.555105,0,0,0.258044,0.741956
77.09661278,28.550655,77.10171539,28.555105,0,0,0.231152,0.768848
77.10171539,28.550655,77.106818,28.555105,0,0,0.276896,0.723104
77.106818,28.550655,77.11192061,28.555105,0,0.040936,0.386772,0.572292
77.11702321,28.550655,77.12212582,28.555105,0,0,0.068796,0.931204
77.11192061,28.550655,77.11702321,28.555105,0,0.073172,0.4875,0.439328
77.12722843,28.550655,77.13233104,28.555105,0,0,0.150004,0.849996
77.12212582,28.550655,77.12722843,28.555105,0,0.051804,0.237232,0.710964
77.13233104,28.550655,77.13743364,28.555105,0,0.145876,0.190068,0.664056
77.13743364,28.550655,77.14253625,28.555105,0,0,0.277308,0.722692
77.14253625,28.550655,77.14763886,28.555105,0,0,0.750384,0.249616
77.14763886,28.550655,77.15274147,28.555105,0,0,0.84272,0.15728
77.15274147,28.550655,77.15784408,28.555105,0,0,0,1
77.15784408,28.550655,77.16294668,28.555105,0,0,0.679252,0.320748
77.16294668,28.550655,77.16804929,28.555105,0,0,0.370856,0.629144
77.16804929,28.550655,77.1731519,28.555105,0,0.263436,0.127,0.609564
77.1731519,28.550655,77.17825451,28.555105,0,0,0,1
77.17825451,28.550655,77.18335711,28.555105,0,0,0,1
77.18335711,28.550655,77.18845972,28.555105,0,0,0.543424,0.456576
77.18845972,28.550655,77.19356233,28.555105,0.010076,0,0.832472,0.157452
77.19356233,28.550655,77.19866494,28.555105,0,0,0.717812,0.282188
77.19866494,28.550655,77.20376755,28.555105,0,0.33556,0.018096,0.646344
77.20376755,28.550655,77.20887015,28.555105,0,0.052316,0.051512,0.896172
77.20887015,28.550655,77.21397276,28.555105,0,0.107464,0.151256,0.74128
77.21397276,28.550655,77.21907537,28.555105,0,0.06364,0.318976,0.617384
77.21907537,28.550655,77.22417798,28.555105,0,0.112428,0.425888,0.461684
77.22417798,28.550655,77.22928058,28.555105,0,0,0.747168,0.252832
77.22928058,28.550655,77.23438319,28.555105,0,0.442432,0.17882,0.378748
77.23438319,28.550655,77.2394858,28.555105,0,0.02062,0.15814,0.82124
77.2394858,28.550655,77.24458841,28.555105,0,0,0.045624,0.954376
77.24458841,28.550655,77.24969102,28.555105,0,0.13442,0.273008,0.592572
77.24969102,28.550655,77.25479362,28.555105,0,0.10138,0.583228,0.315392
77.25479362,28.550655,77.25989623,28.555105,0,0.045252,0.496164,0.458584
77.25989623,28.550655,77.26499884,28.555105,0,0,0.140716,0.859284
77.26499884,28.550655,77.27010145,28.555105,0,0,0.44378,0.55622
77.27010145,28.550655,77.27520405,28.555105,0,0.007344,0.403684,0.588972
77.27520405,28.550655,77.28030666,28.555105,0,0.03352,0.575564,0.390916
77.28030666,28.550655,77.28540927,28.555105,0,0.165004,0.350532,0.484464
77.28540927,28.550655,77.29051188,28.555105,0,0.233984,0.428548,0.337468
77.29051188,28.550655,77.29561449,28.555105,0,0.2999,0,0.7001
77.29561449,28.550655,77.30071709,28.555105,0,0.010548,0,0.989452
77.30071709,28.550655,77.3058197,28.555105,0,0,0.040608,0.959392
77.3058197,28.550655,77.31092231,28.555105,0,0,0,1
77.31092231,28.550655,77.31602492,28.555105,0.157264,0,0,0.842736
77.31602492,28.550655,77.32112752,28.555105,0.402592,0,0,0.597408
77.32112752,28.550655,77.32623013,28.555105,0,0,0.163984,0.836016
77.32623013,28.550655,77.33133274,28.555105,0,0,0.120156,0.879844
77.33133274,28.550655,77.33643535,28.555105,0,0,0,1
77.33643535,28.550655,77.34153796,28.555105,0,0,0,1
77.34153796,28.550655,77.34664056,28.555105,0,0.207704,0.053052,0.739244
77.34664056,28.550655,77.35174317,28.555105,0,0.771788,0,0.228212
76.846585,28.546205,76.85168761,28.550655,0,0,0,1
76.85168761,28.546205,76.85679022,28.550655,0,0.433945679,0.061777778,0.504276543
76.85679022,28.546205,76.86189282,28.550655,0,0.628054321,0,0.371945679
76.86189282,28.546205,76.86699543,28.550655,0,0.58822716,0,0.41177284
76.86699543,28.546205,76.87209804,28.550655,0,0.590098765,0,0.409901235
76.87209804,28.546205,76.87720065,28.550655,0,0,0.032316049,0.967683951
76.87720065,28.546205,76.88230325,28.550655,0,0,0,1
76.88230325,28.546205,76.88740586,28.550655,0,0,0,1
76.88740586,28.546205,76.89250847,28.550655,0,0.502859259,0,0.497140741
76.89250847,28.546205,76.89761108,28.550655,0,0,0,1
76.89761108,28.546205,76.90271369,28.550655,0.023639506,0.42002963,0.036819753,0.519511111
76.90271369,28.546205,76.90781629,28.550655,0,0,0,1
76.90781629,28.546205,76.9129189,28.550655,0,0,0,1
76.9129189,28.546205,76.91802151,28.550655,0,0.661392593,0,0.338607407
76.91802151,28.546205,76.92312412,28.550655,0,0,0,1
76.92312412,28.546205,76.92822672,28.550655,0,0,0,1
76.92822672,28.546205,76.93332933,28.550655,0,0,0.086676543,0.913323457
76.93332933,28.546205,76.93843194,28.550655,0,0,0,1
76.93843194,28.546205,76.94353455,28.550655,0,0,0,1
76.94353455,28.546205,76.94863716,28.550655,0,0,0,1
76.95373976,28.546205,76.95884237,28.550655,0,0.69104,0,0.30896
76.94863716,28.546205,76.95373976,28.550655,0,0.697688,0,0.302312
76.95884237,28.546205,76.96394498,28.550655,0,0.255032,0,0.744968
76.96394498,28.546205,76.96904759,28.550655,0,0,0,1
76.96904759,28.546205,76.97415019,28.550655,0,0,0.172696,0.827304
76.97415019,28.546205,76.9792528,28.550655,0,0,0.022832,0.977168
76.9792528,28.546205,76.98435541,28.550655,0,0,0,1
76.98435541,28.546205,76.98945802,28.550655,0,0.389936,0.09512,0.514944
76.99456063,28.546205,76.99966323,28.550655,0,0,0,1
76.98945802,28.546205,76.99456063,28.550655,0,0,0.140284,0.859716
76.99966323,28.546205,77.00476584,28.550655,0,0.025576,0.062988,0.911436
77.00476584,28.546205,77.00986845,28.550655,0,0,0.119852,0.880148
77.00986845,28.546205,77.01497106,28.550655,0,0,0.359324,0.640676
77.01497106,28.546205,77.02007366,28.550655,0,0.005344,0.436112,0.558544
77.02007366,28.546205,77.02517627,28.550655,0,0,0.20428,0.79572
77.02517627,28.546205,77.03027888,28.550655,0,0,0.133572,0.866428
77.03027888,28.546205,77.03538149,28.550655,0,0.344452,0.067644,0.587904
77.03538149,28.546205,77.0404841,28.550655,0,0,0.542692,0.457308
77.0404841,28.546205,77.0455867,28.550655,0,0,0.212588,0.787412
77.0455867,28.546205,77.05068931,28.550655,0,0.031496,0,0.968504
77.05068931,28.546205,77.05579192,28.550655,0,0,0.234876,0.765124
77.05579192,28.546205,77.06089453,28.550655,0,0,0.09616,0.90384
77.06089453,28.546205,77.06599713,28.550655,0,0,0.142036,0.857964
77.06599713,28.546205,77.07109974,28.550655,0,0,0.08968,0.91032
